"guideline","category","title","publication_date","extension","url","title_clean","publication_date_clean","extension_clean","filename","folder","full_path","downloaded","download_status","error"
"NG121","Draft guidance consultation","Evidence review K","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-11","Evidence_review_K","11_September_2018","pdf","Evidence_review_K_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_K_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Evidence review L","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-12","Evidence_review_L","11_September_2018","pdf","Evidence_review_L_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_L_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Evidence review M","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-13","Evidence_review_M","11_September_2018","pdf","Evidence_review_M_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_M_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Evidence review N","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-14","Evidence_review_N","11_September_2018","pdf","Evidence_review_N_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_N_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Evidence review O","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-15","Evidence_review_O","11_September_2018","pdf","Evidence_review_O_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_O_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Evidence review P","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-16","Evidence_review_P","11_September_2018","pdf","Evidence_review_P_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_P_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Evidence review Q","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-17","Evidence_review_Q","11_September_2018","pdf","Evidence_review_Q_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_Q_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Evidence review R","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-18","Evidence_review_R","11_September_2018","pdf","Evidence_review_R_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_R_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Evidence review S","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-19","Evidence_review_S","11_September_2018","pdf","Evidence_review_S_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_S_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Evidence review T","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/evidence-review-20","Evidence_review_T","11_September_2018","pdf","Evidence_review_T_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Evidence_review_T_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Supporting evidence 1","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/supporting-evidence","Supporting_evidence_1","11_September_2018","pdf","Supporting_evidence_1_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Supporting_evidence_1_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Supporting evidence 2","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/supporting-evidence-2","Supporting_evidence_2","11_September_2018","pdf","Supporting_evidence_2_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Supporting_evidence_2_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft guidance consultation","Supporting evidence 3","11 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/supporting-evidence-3","Supporting_evidence_3","11_September_2018","pdf","Supporting_evidence_3_11_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Supporting_evidence_3_11_September_2018.pdf",TRUE,"downloaded",
"NG121","Draft scope consultation","Addendum to draft scope","05 April 2016","docx","https://www.nice.org.uk/guidance/ng121/documents/addendum-to-draft-scope","Addendum_to_draft_scope","05_April_2016","docx","Addendum_to_draft_scope_05_April_2016.docx","D:/NICE_history/NG121","D:/NICE_history/NG121/Addendum_to_draft_scope_05_April_2016.docx",TRUE,"downloaded",
"NG121","Equality and health inequalities assessment","Equality impact assessment EFM review EIA form1–3","03 November 2016","pdf","https://www.nice.org.uk/guidance/ng121/documents/equality-impact-assessment-2","Equality_impact_assessment_EFM_review_EIA_form1–3","03_November_2016","pdf","Equality_impact_assessment_EFM_review_EIA_form1–3_03_November_2016.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Equality_impact_assessment_EFM_review_EIA_form1–3_03_November_2016.pdf",TRUE,"downloaded",
"NG121","Equality and health inequalities assessment","Equality impact assessment 4","08 January 2019","pdf","https://www.nice.org.uk/guidance/ng121/documents/equality-impact-assessment-4","Equality_impact_assessment_4","08_January_2019","pdf","Equality_impact_assessment_4_08_January_2019.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Equality_impact_assessment_4_08_January_2019.pdf",TRUE,"downloaded",
"NG121","Equality and health inequalities assessment","Equality impact assessment","11 May 2016","pdf","https://www.nice.org.uk/guidance/ng121/documents/equality-impact-assessment","Equality_impact_assessment","11_May_2016","pdf","Equality_impact_assessment_11_May_2016.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Equality_impact_assessment_11_May_2016.pdf",TRUE,"downloaded",
"NG121","Guidance published","Committee member list - medical conditions","06 March 2019","pdf","https://www.nice.org.uk/guidance/ng121/documents/committee-member-list-3","Committee_member_list_-_medical_conditions","06_March_2019","pdf","Committee_member_list_-_medical_conditions_06_March_2019.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Committee_member_list_-_medical_conditions_06_March_2019.pdf",TRUE,"downloaded",
"NG121","Guidance published","Committee member list - obstetric complications","06 March 2019","pdf","https://www.nice.org.uk/guidance/ng121/documents/committee-member-list-6","Committee_member_list_-_obstetric_complications","06_March_2019","pdf","Committee_member_list_-_obstetric_complications_06_March_2019.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Committee_member_list_-_obstetric_complications_06_March_2019.pdf",TRUE,"downloaded",
"NG121","Guidance published","Consultation comments and responses","06 March 2019","pdf","https://www.nice.org.uk/guidance/ng121/documents/consultation-comments-and-responses-6","Consultation_comments_and_responses","06_March_2019","pdf","Consultation_comments_and_responses_06_March_2019_2.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Consultation_comments_and_responses_06_March_2019_2.pdf",TRUE,"downloaded",
"NG121","Guidance published","Equality impact assessment","06 March 2019","pdf","https://www.nice.org.uk/guidance/ng121/documents/equality-impact-assessment-5","Equality_impact_assessment","06_March_2019","pdf","Equality_impact_assessment_06_March_2019.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Equality_impact_assessment_06_March_2019.pdf",TRUE,"downloaded",
"NG121","List of registered stakeholders","List of registered stakeholders","23 September 2015","pdf","https://www.nice.org.uk/guidance/ng121/documents/intrapartum-care-for-high-risk-women-list-of-registered-stakeholders-2","List_of_registered_stakeholders","23_September_2015","pdf","List_of_registered_stakeholders_23_September_2015.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/List_of_registered_stakeholders_23_September_2015.pdf",TRUE,"downloaded",
"NG121","Pre-consultation documents released","Economic plan","24 July 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/economic-plan","Economic_plan","24_July_2018","pdf","Economic_plan_24_July_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Economic_plan_24_July_2018.pdf",TRUE,"downloaded",
"NG121","Pre-consultation documents released","Review questions & Search strategies","24 July 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/review-questions","Review_questions_&_Search_strategies","24_July_2018","pdf","Review_questions_&_Search_strategies_24_July_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Review_questions_&_Search_strategies_24_July_2018.pdf",TRUE,"downloaded",
"NG121","Scope published","Final scope Addendum to scope","02 June 2016","pdf","https://www.nice.org.uk/guidance/ng121/documents/final-scope","Final_scope_Addendum_to_scope","02_June_2016","pdf","Final_scope_Addendum_to_scope_02_June_2016.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Final_scope_Addendum_to_scope_02_June_2016.pdf",TRUE,"downloaded",
"NG121","Scope published","Final scope","11 May 2016","pdf","https://www.nice.org.uk/guidance/ng121/documents/final-scope-2","Final_scope","11_May_2016","pdf","Final_scope_11_May_2016.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Final_scope_11_May_2016.pdf",TRUE,"downloaded",
"NG121","Scoping workshop, consultation and final scope","Scoping workshop notes","12 August 2015","pdf","https://www.nice.org.uk/guidance/ng121/documents/intrapartum-care-for-high-risk-women-scoping-workshop-notes2","Scoping_workshop_notes","12_August_2015","pdf","Scoping_workshop_notes_12_August_2015.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Scoping_workshop_notes_12_August_2015.pdf",TRUE,"downloaded",
"NG121","Scoping workshop, consultation and final scope","Draft scope for consultation","13 August 2015","pdf","https://www.nice.org.uk/guidance/ng121/documents/intrapartum-care-for-high-risk-women-draft-scope-for-consultation2","Draft_scope_for_consultation","13_August_2015","pdf","Draft_scope_for_consultation_13_August_2015.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Draft_scope_for_consultation_13_August_2015.pdf",TRUE,"downloaded",
"NG121","Scoping workshop, consultation and final scope","Equality impact assessment","13 August 2015","pdf","https://www.nice.org.uk/guidance/ng121/documents/intrapartum-care-for-high-risk-women-equality-impact-assessment2","Equality_impact_assessment","13_August_2015","pdf","Equality_impact_assessment_13_August_2015.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Equality_impact_assessment_13_August_2015.pdf",TRUE,"downloaded",
"NG121","Stakeholder list updated","Stakeholder list","18 September 2018","pdf","https://www.nice.org.uk/guidance/ng121/documents/stakeholder-list-2","Stakeholder_list","18_September_2018","pdf","Stakeholder_list_18_September_2018.pdf","D:/NICE_history/NG121","D:/NICE_history/NG121/Stakeholder_list_18_September_2018.pdf",TRUE,"downloaded",
"NG122","Committee list updated","Committee member list","03 May 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/committee-member-list","Committee_member_list","03_May_2018","pdf","Committee_member_list_03_May_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Committee_member_list_03_May_2018.pdf",TRUE,"downloaded",
"NG122","Committee list updated","Register of interests","29 June 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/register-of-interests","Register_of_interests","29_June_2018","pdf","Register_of_interests_29_June_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Register_of_interests_29_June_2018.pdf",TRUE,"downloaded",
"NG122","Committee meetings","Minutes 1","07 December 2017","pdf","https://www.nice.org.uk/guidance/ng122/documents/minutes","Minutes_1","07_December_2017","pdf","Minutes_1_07_December_2017.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Minutes_1_07_December_2017.pdf",TRUE,"downloaded",
"NG122","Committee meetings","Minutes 4","11 April 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/minutes-3","Minutes_4","11_April_2018","pdf","Minutes_4_11_April_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Minutes_4_11_April_2018.pdf",TRUE,"downloaded",
"NG122","Committee meetings","Minutes 7","15 August 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/minutes-8","Minutes_7","15_August_2018","pdf","Minutes_7_15_August_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Minutes_7_15_August_2018.pdf",TRUE,"downloaded",
"NG122","Committee meetings","Minutes 5","18 June 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/minutes-5","Minutes_5","18_June_2018","pdf","Minutes_5_18_June_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Minutes_5_18_June_2018.pdf",TRUE,"downloaded",
"NG122","Committee meetings","Minutes 6","18 June 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/minutes-6","Minutes_6","18_June_2018","pdf","Minutes_6_18_June_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Minutes_6_18_June_2018.pdf",TRUE,"downloaded",
"NG122","Committee meetings","Minutes 2","22 January 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/minutes-2","Minutes_2","22_January_2018","pdf","Minutes_2_22_January_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Minutes_2_22_January_2018.pdf",TRUE,"downloaded",
"NG122","Committee meetings","Minutes 3","27 February 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/minutes-4","Minutes_3","27_February_2018","pdf","Minutes_3_27_February_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Minutes_3_27_February_2018.pdf",TRUE,"downloaded",
"NG122","Declaration of interests","Register of interests","06 August 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/register-of-interests-3","Register_of_interests","06_August_2018","pdf","Register_of_interests_06_August_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Register_of_interests_06_August_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Comments form","10 October 2018","docx","https://www.nice.org.uk/guidance/ng122/documents/comments-form","Comments_form","10_October_2018","docx","Comments_form_10_October_2018.docx","D:/NICE_history/NG122","D:/NICE_history/NG122/Comments_form_10_October_2018.docx",TRUE,"downloaded",
"NG122","Draft guidance consultation","Committee member list","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/committee-member-list-2","Committee_member_list","10_October_2018","pdf","Committee_member_list_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Committee_member_list_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Equality impact assessment 3","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/equality-impact-assessment-2","Equality_impact_assessment_3","10_October_2018","pdf","Equality_impact_assessment_3_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Equality_impact_assessment_3_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Evidence review A - Investigations for staging the mediastinum","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/evidence-review","Evidence_review_A_-_Investigations_for_staging_the_mediastinum","10_October_2018","pdf","Evidence_review_A_-_Investigations_for_staging_the_mediastinum_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Evidence_review_A_-_Investigations_for_staging_the_mediastinum_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Evidence review B - Brain imaging in people with NSCLC selected for treatment with curative intent","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/evidence-review-2","Evidence_review_B_-_Brain_imaging_in_people_with_NSCLC_selected_for_treatment_with_curative_intent","10_October_2018","pdf","Evidence_review_B_-_Brain_imaging_in_people_with_NSCLC_selected_for_treatment_with_curative_intent_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Evidence_review_B_-_Brain_imaging_in_people_with_NSCLC_selected_for_treatment_with_curative_intent_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Evidence review C - Management of NSCLC stage IIIA-N2","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/evidence-review-3","Evidence_review_C_-_Management_of_NSCLC_stage_IIIA-N2","10_October_2018","pdf","Evidence_review_C_-_Management_of_NSCLC_stage_IIIA-N2_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Evidence_review_C_-_Management_of_NSCLC_stage_IIIA-N2_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Evidence review D - Radiotherapy with curative intent for NSCLC","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/evidence-review-4","Evidence_review_D_-_Radiotherapy_with_curative_intent_for_NSCLC","10_October_2018","pdf","Evidence_review_D_-_Radiotherapy_with_curative_intent_for_NSCLC_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Evidence_review_D_-_Radiotherapy_with_curative_intent_for_NSCLC_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Evidence review E - Development of systemic anti-cancer therapy algorithm","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/evidence-review-5","Evidence_review_E_-_Development_of_systemic_anti-cancer_therapy_algorithm","10_October_2018","pdf","Evidence_review_E_-_Development_of_systemic_anti-cancer_therapy_algorithm_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Evidence_review_E_-_Development_of_systemic_anti-cancer_therapy_algorithm_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Evidence review F - Chemoradiotherapy for limited stage SCLC","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/evidence-review-6","Evidence_review_F_-_Chemoradiotherapy_for_limited_stage_SCLC","10_October_2018","pdf","Evidence_review_F_-_Chemoradiotherapy_for_limited_stage_SCLC_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Evidence_review_F_-_Chemoradiotherapy_for_limited_stage_SCLC_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Evidence review G - Thoracic radiotherapy for extensive stage SCLC","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/evidence-review-7","Evidence_review_G_-_Thoracic_radiotherapy_for_extensive_stage_SCLC","10_October_2018","pdf","Evidence_review_G_-_Thoracic_radiotherapy_for_extensive_stage_SCLC_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Evidence_review_G_-_Thoracic_radiotherapy_for_extensive_stage_SCLC_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Evidence review H - Prophylactic cranial irradiation for extensive stage SCLC","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/evidence-review-8","Evidence_review_H_-_Prophylactic_cranial_irradiation_for_extensive_stage_SCLC","10_October_2018","pdf","Evidence_review_H_-_Prophylactic_cranial_irradiation_for_extensive_stage_SCLC_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Evidence_review_H_-_Prophylactic_cranial_irradiation_for_extensive_stage_SCLC_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Key research recommendations","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/33","Key_research_recommendations","10_October_2018","pdf","Key_research_recommendations_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Key_research_recommendations_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Short version of draft guideline","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/short-version-of-draft-guideline","Short_version_of_draft_guideline","10_October_2018","pdf","Short_version_of_draft_guideline_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Short_version_of_draft_guideline_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Supporting documentation Acknowledgements","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/supporting-documentation-2","Supporting_documentation_Acknowledgements","10_October_2018","pdf","Supporting_documentation_Acknowledgements_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Supporting_documentation_Acknowledgements_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Supporting documentation Committee declaration of interests register","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/supporting-documentation-3","Supporting_documentation_Committee_declaration_of_interests_register","10_October_2018","pdf","Supporting_documentation_Committee_declaration_of_interests_register_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Supporting_documentation_Committee_declaration_of_interests_register_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Supporting documentation Systemic anti-cancer therapy management - non-squamous visual summary","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/supporting-documentation-4","Supporting_documentation_Systemic_anti-cancer_therapy_management_-_non-squamous_visual_summary","10_October_2018","pdf","Supporting_documentation_Systemic_anti-cancer_therapy_management_-_non-squamous_visual_summary_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Supporting_documentation_Systemic_anti-cancer_therapy_management_-_non-squamous_visual_summary_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Supporting documentation Systemic anti-cancer therapy management - squamous visual summary","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/supporting-documentation-5","Supporting_documentation_Systemic_anti-cancer_therapy_management_-_squamous_visual_summary","10_October_2018","pdf","Supporting_documentation_Systemic_anti-cancer_therapy_management_-_squamous_visual_summary_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Supporting_documentation_Systemic_anti-cancer_therapy_management_-_squamous_visual_summary_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft guidance consultation","Supporting documentation • Diagnostic algorithm for evidence review A","10 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/supporting-documentation","Supporting_documentation_•_Diagnostic_algorithm_for_evidence_review_A","10_October_2018","pdf","Supporting_documentation_•_Diagnostic_algorithm_for_evidence_review_A_10_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Supporting_documentation_•_Diagnostic_algorithm_for_evidence_review_A_10_October_2018.pdf",TRUE,"downloaded",
"NG122","Draft scope consultation","Equality impact assessment 1","03 July 2017","pdf","https://www.nice.org.uk/guidance/ng122/documents/equality-impact-assessment","Equality_impact_assessment_1","03_July_2017","pdf","Equality_impact_assessment_1_03_July_2017.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Equality_impact_assessment_1_03_July_2017.pdf",TRUE,"downloaded",
"NG122","Draft scope consultation","Consultation comments and responses","20 February 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/consultation-comments-and-responses","Consultation_comments_and_responses","20_February_2018","pdf","Consultation_comments_and_responses_20_February_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Consultation_comments_and_responses_20_February_2018.pdf",TRUE,"downloaded",
"NG122","Draft scope consultation","Draft scope","29 June 2017","pdf","https://www.nice.org.uk/guidance/ng122/documents/draft-scope","Draft_scope","29_June_2017","pdf","Draft_scope_29_June_2017.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Draft_scope_29_June_2017.pdf",TRUE,"downloaded",
"NG122","Guidance published","Committee member list","28 March 2019","pdf","https://www.nice.org.uk/guidance/ng122/documents/committee-member-list-3","Committee_member_list","28_March_2019","pdf","Committee_member_list_28_March_2019.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Committee_member_list_28_March_2019.pdf",TRUE,"downloaded",
"NG122","Guidance published","Consultation comments and responses","28 March 2019","pdf","https://www.nice.org.uk/guidance/ng122/documents/consultation-comments-and-responses-2","Consultation_comments_and_responses","28_March_2019","pdf","Consultation_comments_and_responses_28_March_2019.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Consultation_comments_and_responses_28_March_2019.pdf",TRUE,"downloaded",
"NG122","Guidance published","Equality impact assessment","28 March 2019","pdf","https://www.nice.org.uk/guidance/ng122/documents/equality-impact-assessment-3","Equality_impact_assessment","28_March_2019","pdf","Equality_impact_assessment_28_March_2019.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Equality_impact_assessment_28_March_2019.pdf",TRUE,"downloaded",
"NG122","Guidance published","Supporting documentation - DOI registry","28 March 2019","pdf","https://www.nice.org.uk/guidance/ng122/documents/supporting-documentation-6","Supporting_documentation_-_DOI_registry","28_March_2019","pdf","Supporting_documentation_-_DOI_registry_28_March_2019.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Supporting_documentation_-_DOI_registry_28_March_2019.pdf",TRUE,"downloaded",
"NG122","Pre-consultation documents released","Economic plan","18 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/economic-plan","Economic_plan","18_October_2018","pdf","Economic_plan_18_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Economic_plan_18_October_2018.pdf",TRUE,"downloaded",
"NG122","Pre-consultation documents released","Review questions","18 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/review-questions","Review_questions","18_October_2018","pdf","Review_questions_18_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Review_questions_18_October_2018.pdf",TRUE,"downloaded",
"NG122","Pre-consultation documents released","Search strategies","18 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/search-strategies","Search_strategies","18_October_2018","pdf","Search_strategies_18_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Search_strategies_18_October_2018.pdf",TRUE,"downloaded",
"NG122","Scope published","Final scope","20 February 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/final-scope","Final_scope","20_February_2018","pdf","Final_scope_20_February_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Final_scope_20_February_2018.pdf",TRUE,"downloaded",
"NG122","Stakeholder list updated","Stakeholder list","09 October 2018","pdf","https://www.nice.org.uk/guidance/ng122/documents/stakeholder-list-2","Stakeholder_list","09_October_2018","pdf","Stakeholder_list_09_October_2018.pdf","D:/NICE_history/NG122","D:/NICE_history/NG122/Stakeholder_list_09_October_2018.pdf",TRUE,"downloaded",
"NG131","Committee list updated","Committee member list","06 October 2021","pdf","https://www.nice.org.uk/guidance/ng131/update/ng131-update-1/documents/committee-member-list","Committee_member_list","06_October_2021","pdf","Committee_member_list_06_October_2021.pdf","D:/NICE_history/NG131","D:/NICE_history/NG131/Committee_member_list_06_October_2021.pdf",TRUE,"downloaded",
"NG131","Committee meetings","Minutes 1","08 September 2021","pdf","https://www.nice.org.uk/guidance/ng131/update/ng131-update-1/documents/minutes","Minutes_1","08_September_2021","pdf","Minutes_1_08_September_2021.pdf","D:/NICE_history/NG131","D:/NICE_history/NG131/Minutes_1_08_September_2021.pdf",TRUE,"downloaded",
"NG131","Committee meetings","Minutes Post-consultation","15 November 2021","pdf","https://www.nice.org.uk/guidance/ng131/update/ng131-update-1/documents/minutes-3","Minutes_Post-consultation","15_November_2021","pdf","Minutes_Post-consultation_15_November_2021.pdf","D:/NICE_history/NG131","D:/NICE_history/NG131/Minutes_Post-consultation_15_November_2021.pdf",TRUE,"downloaded",
"NG131","Committee meetings","Minutes 2","15 September 2021","pdf","https://www.nice.org.uk/guidance/ng131/update/ng131-update-1/documents/minutes-2","Minutes_2","15_September_2021","pdf","Minutes_2_15_September_2021.pdf","D:/NICE_history/NG131","D:/NICE_history/NG131/Minutes_2_15_September_2021.pdf",TRUE,"downloaded",
"NG131","Declaration of interests","Register of interests","14 December 2021","pdf","https://www.nice.org.uk/guidance/ng131/update/ng131-update-1/documents/register-of-interests-2","Register_of_interests","14_December_2021","pdf","Register_of_interests_14_December_2021.pdf","D:/NICE_history/NG131","D:/NICE_history/NG131/Register_of_interests_14_December_2021.pdf",TRUE,"downloaded",
"NG131","Draft guidance consultation","Comments form","21 October 2021","docx","https://www.nice.org.uk/guidance/ng131/update/ng131-update-1/documents/comments-form","Comments_form","21_October_2021","docx","Comments_form_21_October_2021.docx","D:/NICE_history/NG131","D:/NICE_history/NG131/Comments_form_21_October_2021.docx",TRUE,"downloaded",
